SEQ_NO,ISBN_THIRTEEN_NO,VLM_NM,TITLE_NM,AUTHR_NM,PUBLISHER_NM,PBLICTE_DE,ADTION_SMBL_NM,PRC_VALUE,IMAGE_URL,BOOK_INTRCN_CN,KDC_NM,TITLE_SBST_NM,AUTHR_SBST_NM,TWO_PBLICTE_DE,INTNT_BOOKST_BOOK_EXST_AT,PORTAL_SITE_BOOK_EXST_AT,ISBN_NO
"6352329","9788929919481","","전통 제련 복원실험의 물리화학적 해석 연구(1차년) 보고서 ","연구 책임자: 신경환","국립중원문화재연구소","","93600","","","","","전통제련복원실험의물리화학적해석연구1차년보고서","연구책임자신경환","","Y","Y",""
"6352330","9788900464344","","하이탑 초등 과학 4학년 (2022년)","동아출판(참고서) 편집부 (지은이)","동아출판","","63400","22000","https://image.aladin.co.kr/product/27836/12/cover/8900464345_1.jpg","하이탑 초등 과학은 1,2학기로 구성된 초등 과학 개념서다. 1권 개념에서 초등 개념부터 중학 기초까지 연계하여 학습할 수 있다. 2권 심화에서 영재고.영재원 선발 대비 창의 서술형 문제와 과학 탐구 대회 대비 문제로 상위권 문제 및 선행 학습을 할 수 있다.","","하이탑초등과학4학년2022년","동아출판참고서편집부지은이","2021-08-20","Y","Y",""
"6352331","9789264445673","","Health at a Glance: Asia/Pacific 2020 Measuring Progress Towards Universal Health Coverage (Paperback)","OECD (지은이)","Org. for Economic Cooperation & Development","","","51300","https://image.aladin.co.kr/product/25905/51/cover/9264445676_2.jpg","","","healthataglanceasiapacific2020measuringprogresstowardsuniversalhealthcoveragepaperback","oecd지은이","2020-12-10","Y","Y",""
"6352332","9791165261108","","중학 매3비 - 매일 지문 3개씩 훈련하는 비문학 독서 기출 - 수능까지 연결되는 중학 비문학 독해 훈련","안인숙 (지은이)","키출판사","","53710","14000","https://image.aladin.co.kr/product/28131/78/cover/k722734255_1.jpg","『예비매3비』보다 쉬운 지문으로 (예비)중학생은 물론이고, 비문학 훈련을 기본부터 제대로 다지고 싶은 예비 중1부터 고등학생까지 두루 훈련할 수 있는 비문학독서 훈련 교재이다. 기본 훈련서로 지문 독해 및 문제 접근 과정까지 훈련할 수 있게 만들었다.","","중학매3비매일지문3개씩훈련하는비문학독서기출수능까지연결되는중학비문학독해훈련","안인숙지은이","2021-10-20","Y","Y",""
"6352333","9788965823094","","고등학교 한국사 평가문제집 (2021년) - 2015 개정 교육과정","리베르스쿨 편집부 (엮은이)","리베르스쿨","","53910","19500","https://image.aladin.co.kr/product/27568/40/cover/8965823099_1.jpg","교과서의 중심 내용에 관한 요약 정리와 보충 설명을 통해 주요 개념을 한눈에 파악할 수 있도록 구성한 문제집이다. 객관식.주관식.서술형 문제를 통해 중단원별로 학습한 내용을 점검할 수 있다. 다양한 유형의 문제를 풀어봄으로써 대단원 학습을 마무리하고 시험 전 최종 점검을 할 수 있다.","","고등학교한국사평가문제집2021년2015개정교육과정","리베르스쿨편집부엮은이","2021-07-20","Y","Y",""
"6352334","9789264893009","","Creating Responsive Adult Learning Opportunities in Japan (Paperback)","OECD (지은이)","Org. for Economic Cooperation & Development","","","58800","https://image.aladin.co.kr/product/26567/87/cover/9264893008_2.jpg","","","creatingresponsiveadultlearningopportunitiesinjapanpaperback","oecd지은이","2021-02-22","Y","Y",""
"6352335","9791125336082","","세 마리 토끼 잡는 초등 독해력 A1 (초등 1-1)","강영주, 김경선, 한화주, 한현주, 이현정 (지은이)","NE능률(참고서)","","63800","10500","https://image.aladin.co.kr/product/27416/93/cover/k302732557_1.jpg","초등 교과와 연계된 글을 사실 독해, 추론 독해, 문제 해결 독해의 3가지 독해 방법으로 학습하여 교과 자신감과 독해 능력을 키우는 교재이다.","","세마리토끼잡는초등독해력a1초등11","강영주,김경선,한화주,한현주,이현정지은이","2021-06-15","Y","Y",""
"6352336","9791125962564","","똑똑한 하루 사회 3-2 (2021년) - 기초 학습능력 강화 프로그램","천재교육 편집부 (지은이)","천재교육","","63300","14000","https://image.aladin.co.kr/product/27226/88/cover/k372732390_1.jpg","교과 용어를 쉽게 설명하여 기억하기 쉽고, 교과 이해력도 향상된다. 만화, 생생한 사진으로 흥미로운 탐구 학습이 가능하다. 하루 6쪽, 주 5일, 4주 학습으로 쉽고 재미있게, 지루하지 않게, 한 학기 공부습관이 완성된다.","","똑똑한하루사회322021년기초학습능력강화프로그램","천재교육편집부지은이","2021-06-01","Y","Y",""
"6352337","9788996294979","","(2018) 국립춘천박물관 전시개편 결과보고서 ","국립춘천박물관 [편]","국립춘천박물관","","03610","","","","","2018국립춘천박물관전시개편결과보고서","국립춘천박물관편","","Y","Y",""
"6352338","9789264950917","","Inclusive Growth Review of Korea Creating Opportunities for All (Paperback)","OECD (지은이)","Org. for Economic Cooperation & Development","","","84000","https://image.aladin.co.kr/product/26567/87/cover/9264950915_2.jpg","","","inclusivegrowthreviewofkoreacreatingopportunitiesforallpaperback","oecd지은이","2021-02-15","Y","Y",""
"6352339","9788948069006","","(2021) 가축개량 관련자료 ","국립축산과학원 축산자원개발부 [편]","국립축산과학원 축산자원개발부","","93520","","","","","2021가축개량관련자료","국립축산과학원축산자원개발부편","","Y","Y",""
"6352340","9791125336105","","세 마리 토끼 잡는 초등 독해력 B1 (초등 2-1)","강영주, 김경선, 한화주, 한현주, 이현정 (지은이)","NE능률(참고서)","","63800","10500","https://image.aladin.co.kr/product/27416/95/cover/k402732557_1.jpg","초등 교과와 연계된 글을 사실 독해, 추론 독해, 문제 해결 독해의 3가지 독해 방법으로 학습하여 교과 자신감과 독해 능력을 키우는 교재이다.","","세마리토끼잡는초등독해력b1초등21","강영주,김경선,한화주,한현주,이현정지은이","2021-06-15","Y","Y",""
"6352341","9791125336068","","능률 EBS 수능특강 변형 문제 210제 화법과 작문 - 2022학년도 수능 및 내신 대비","윤산 (지은이)","NE능률(참고서)","","53710","17000","https://image.aladin.co.kr/product/26898/91/cover/k362730500_1.jpg","&lt;EBS 수능특강 화법과 작문&gt;에 수록된 모든 지문에 대한 분석과 변형 문제를 제공하는 책이다. 지문에 대한 자세한 분석뿐 아니라 지문과 관련된 개념과 핵심정리를 수록함으로써 수험생이 스스로, 그리고 보다 주도적으로 공부를 할 수 있도록 구성하였다.","","능률ebs수능특강변형문제210제화법과작문2022학년도수능및내신대비","윤산지은이","2021-04-05","Y","Y",""
"6352342","9789264551909","","OECD Reviews of Digital Transformation Going Digital in Latvia (Paperback)","OECD (지은이)","Org. for Economic Cooperation & Development","","","103500","https://image.aladin.co.kr/product/25558/84/cover/9264551905_2.jpg","","","oecdreviewsofdigitaltransformationgoingdigitalinlatviapaperback","oecd지은이","2021-02-10","Y","Y",""
"6352343","9791125962601","","똑똑한 하루 과학 3-2 (2021년) - 기초 학습능력 강화 프로그램","천재교육 편집부 (지은이)","천재교육","","63400","14000","https://image.aladin.co.kr/product/27226/85/cover/k232732390_1.jpg","교과 용어를 쉽게 설명하여 기억하기 쉽고, 교과 이해력도 향상시킨다. 만화, 생생한 사진으로 흥미로운 탐구 학습을 할 수 있다. 하루 6쪽, 주 5일, 4주 학습을 할 수 있으며, 쉽고 재미있게, 지루하지 않게, 한 학기 공부습관을 완성할 수 있다.","","똑똑한하루과학322021년기초학습능력강화프로그램","천재교육편집부지은이","2021-05-26","Y","Y",""
"6352344","9791125336075","","능률 EBS 수능특강 변형 문제 192제 언어와 매체 - 2022학년도 수능 및 내신 대비","윤산 (지은이)","NE능률(참고서)","","53710","17000","https://image.aladin.co.kr/product/26898/92/cover/k382730500_1.jpg","&lt;EBS 수능특강 언어와 매체&gt;에 수록된 모든 지문에 대한 분석과 변형 문제를 제공한다. 지문에 대한 자세한 분석뿐 아니라 지문과 관련된 개념과 핵심정리를 수록함으로써 수험생이 스스로, 그리고 보다 주도적으로 공부를 할 수 있도록 구성하였다.","","능률ebs수능특강변형문제192제언어와매체2022학년도수능및내신대비","윤산지은이","2021-04-05","Y","Y",""
"6352345","9788994283173","","쭉쭉 읽어라 중학 입문 - 직독직해의 기적!","김인규 (지은이)","비전(학습)","","53740","11000","https://image.aladin.co.kr/product/22767/34/cover/899428317x_1.jpg","- 독자대상 : 영어독해3학습자- 구성 및 특징 : 										① 최근 경향 반영										② 학습 내용 체계적으로 구성","","쭉쭉읽어라중학입문직독직해의기적","김인규지은이","2020-01-20","Y","Y",""
"6352346","9791157889587","","학교예술교육지원사업 컨설팅 및 성과 분석 ","연구책임자: 이경언","한국교육과정평가원","","93370","","","","","학교예술교육지원사업컨설팅및성과분석","연구책임자이경언","","Y","Y",""
"6352347","9791125336129","","세 마리 토끼 잡는 초등 독해력 C1 (초등 3-1)","강영주, 김경선, 한화주, 한현주, 이현정 (지은이)","NE능률(참고서)","","63800","10500","https://image.aladin.co.kr/product/27416/92/cover/k222732557_1.jpg","초등 교과와 연계된 글을 사실 독해, 추론 독해, 문제 해결 독해의 3가지 독해 방법으로 학습하여 교과 자신감과 독해 능력을 키우는 교재다.","","세마리토끼잡는초등독해력c1초등31","강영주,김경선,한화주,한현주,이현정지은이","2021-06-15","Y","Y",""
"6352348","9791191206302","","국제적 멸종위기종 뿔제비갈매기 생태환경조사(4차년도) ","연구책임: 강지현","국립생태원","","93490","","","","","국제적멸종위기종뿔제비갈매기생태환경조사4차년도","연구책임강지현","","Y","Y",""
"6352349","9788957056875","","고대 강원의 정치체와 물질문화 =","국립춘천박물관","강원학연구센터","","93910","","","","","고대강원의정치체와물질문화","국립춘천박물관","","Y","Y",""
"6352350","9788994283197","","쭉쭉 읽어라 중학 중급 - 직독직해의 기적!, 2판","김인규 (지은이)","비전(학습)","","53740","13000","https://image.aladin.co.kr/product/23420/45/cover/8994283196_1.jpg","- 독자대상 : 중학교 전학년- 구성 및 특징 : ① 최근 경향 반영② 학습 내용 체계적으로 구성","","쭉쭉읽어라중학중급직독직해의기적,2판","김인규지은이","2020-02-20","Y","Y",""
"6352351","9788994283203","","쭉쭉 읽어라 중학 고급 - 직독직해의 기적!, 2판","김인규 (지은이)","비전(학습)","","53740","13000","https://image.aladin.co.kr/product/23544/66/cover/899428320x_1.jpg","- 독자대상 : 영어독해학습자			- 구성 및 특징 : 										① 최근 경향 반영										② 학습 내용 체계적으로 구성","","쭉쭉읽어라중학고급직독직해의기적,2판","김인규지은이","2020-03-25","Y","Y",""
"6352352","9788994283210","","우선순위 기초 영단어 (중학) - 중학교 단어의 첫걸음, 4판","안용덕, 비전 영어콘텐츠 개발팀 (지은이)","비전(학습)","","53740","11000","https://image.aladin.co.kr/product/26730/58/cover/8994283218_1.jpg","단어를 외우면서 무조건 외우기보다 시간을 아낄 수 있도록 중학교 필수단어 1100개를 자주 나오는 순서로 배열하였다. 단어를 쉽게 외울 수 있는 예문들을 수록하고 각 단어마다 꼭 필요한 1~2개의 뜻만 싣는 것을 원칙으로 구성하였다. 이번 개정판에서는 숙어가 단어책에 함께 수록되어 학생들의... ","","우선순위기초영단어중학중학교단어의첫걸음,4판","안용덕,비전영어콘텐츠개발팀지은이","2021-03-15","Y","Y",""
"6352353","9791156592990","","지역사회 통합 돌봄 연계형 주거지 재생 방안 연구","서수정","건축도시공간연구소","","93540","40000","https://bookthumb-phinf.pstatic.net/cover/180/624/18062435.jpg?type=m1&udate=20210330","▶ 이 책은 건축도시공간연구소의 지역사회 통합 돌봄 연계형 주거지 재생 방안 연구를 다룬 정부간행물입니다.","","지역사회통합돌봄연계형주거지재생방안연구","서수정","20210304","Y","Y",""
"6352354","9788971729380","","중학 필수 영문법 Plus - compact한 구성의 영문법 학습서, 다양한 예문, 어휘 및 관용구 학습","이수용 (지은이)","탑메이드북","","53740","12000","https://image.aladin.co.kr/product/27318/5/cover/8971729384_1.jpg","중학생들을 위한 영문법 학습서이다. 주 학습 대상은 중 1 또는 2학년 학생들이며, 중학 영어 과정에서 반드시 알아야 하는 주요 문법 사항들을 체계적으로 정리하였다. 각 문법 사항에 적용되는 다양한 예문들을 제공한다.","","중학필수영문법pluscompact한구성의영문법학습서,다양한예문,어휘및관용구학습","이수용지은이","2021-06-20","Y","Y",""
"6352355","9789264703148","","OECD Tourism Trends and Policies 2020 (Paperback)","OECD (지은이)","Org. for Economic Cooperation & Development","","","177120","https://image.aladin.co.kr/product/23683/2/cover/9264703144_2.jpg","","","oecdtourismtrendsandpolicies2020paperback","oecd지은이","2020-03-17","Y","Y",""
"6352356","9788917238457","","Time for VOCA Basic - 중학 필수 영단어 30일 완성, 개정판","YBM 편집국 (지은이)","(주)YBM(와이비엠)","","53740","8500","https://image.aladin.co.kr/product/28204/1/cover/8917238459_1.jpg","중등 교과과정 필수! 영단어2,700 단어 수록!BASIC 중 1-2 교과의 900개 단어 수록INTERMEDIATE 중 2-3 교과의 900개 단어 수록ADVANCED 중 3-고1 교과의 900개 단어 수록[구성 및 특징]체계적인 DAY별 구성〉 총 30일 구성으로, 1일마다 30개의 단어 학습〉 STAGE 1, 2, 3 순서대로 10일씩 나뉘어... ","","timeforvocabasic중학필수영단어30일완성,개정판","ybm편집국지은이","2021-10-01","Y","Y",""
"6352357","9791165261122","","초등 수학 비와 비례 개념이 먼저다 1 - 원리부터 연산까지 한번에 잡는","키 수학학습방법연구소 (지은이)","키출판사","","64410","11000","https://image.aladin.co.kr/product/28212/58/cover/k582835177_1.jpg","비, 비율, 백분율의 개념뿐만 아니라 실생활에 활용되는 상황까지 이미지화하여 이해하기 쉽게 담아낸 책이다. 이미지라서 눈에 잘 들어오고, 오래 기억할 수 있다. 단위나 용어가 부담스럽지 않도록 자연스럽게 제시하였고, 익숙해지도록 나타냈다.","","초등수학비와비례개념이먼저다1원리부터연산까지한번에잡는","키수학학습방법연구소지은이","2021-11-04","Y","Y",""
"6352358","9791125963684","","수학리더 연산 1A (2022년) - 쉽고 빠른 드릴 연산서","최용준, 해법수학연구회 (지은이)","천재교육","","63410","10000","https://image.aladin.co.kr/product/28210/14/cover/k172835179_1.jpg","연산 반복 학습으로 연산력을 키울 수 있도록 하였다. 다양한 유형의 문제를 접할 수 있도록 구성하였고 문장 읽고 계산식 세우는 문제를 통하여 연산 문제를 어떻게 생활 속에 적용하고 해결할 수 있는지 알아볼 수 있다.","","수학리더연산1a2022년쉽고빠른드릴연산서","최용준,해법수학연구회지은이","2021-10-27","Y","Y",""
"6352359","9791196854911","","(토지주택박물관 교양총서 제2집) 맛있는 유물 한 점 2","원고: 구자진","한국토지주택공사 토지주택박물관","","03910","","https://image.aladin.co.kr/product/26158/10/cover/scm582350871058.jpg","","","토지주택박물관교양총서제2집맛있는유물한점2","원고구자진","2020-12-01","Y","Y",""
"6352360","9788917238464","","Time for VOCA Intermediate - 중학 필수 영단어 30일 완성, 개정판","YBM 편집국 (지은이)","(주)YBM(와이비엠)","","53740","8500","https://image.aladin.co.kr/product/28204/3/cover/8917238467_1.jpg","중등 교과과정 필수! 영단어2,700 단어 수록!BASIC 중 1-2 교과의 900개 단어 수록INTERMEDIATE 중 2-3 교과의 900개 단어 수록ADVANCED 중 3-고1 교과의 900개 단어 수록[구성 및 특징]체계적인 DAY별 구성〉 총 30일 구성으로, 1일마다 30개의 단어 학습〉 STAGE 1, 2, 3 순서대로 10일씩 나뉘어... ","","timeforvocaintermediate중학필수영단어30일완성,개정판","ybm편집국지은이","2021-10-01","Y","Y",""
"6352361","9788917238471","","Time for VOCA Advanced - 중학 필수 영단어 30일 완성, 개정판","YBM 편집국 (지은이)","(주)YBM(와이비엠)","","53740","8500","https://image.aladin.co.kr/product/28203/99/cover/8917238475_1.jpg","중등 교과과정 필수! 영단어2,700 단어 수록!BASIC 중 1-2 교과의 900개 단어 수록INTERMEDIATE 중 2-3 교과의 900개 단어 수록ADVANCED 중 3-고1 교과의 900개 단어 수록[구성 및 특징]체계적인 DAY별 구성〉 총 30일 구성으로, 1일마다 30개의 단어 학습〉 STAGE 1, 2, 3 순서대로 10일씩 나뉘어... ","","timeforvocaadvanced중학필수영단어30일완성,개정판","ybm편집국지은이","2021-10-01","Y","Y",""
"6352362","9791156593119","","국림도시건축박물과 유물수집전략 마련을 위한 사전 기획연구","엄운진","건축도시공간연구소","","93540","23000","https://bookthumb-phinf.pstatic.net/cover/180/624/18062438.jpg?type=m1&udate=20210330","▶ 이 책은 건축도시공간연구소의 국림도시건축박물과 유물수집전략 마련을 위한 사전 기획연구를 다룬 정부간행물입니다.","","국림도시건축박물과유물수집전략마련을위한사전기획연구","엄운진","20210304","Y","Y",""
"6352363","9791125336211","","하이엔드 High-End 수능 기하 (2021년) - 수능 고난도 상위 5문항 정복","조정묵 (지은이)","NE능률(참고서)","","53410","13000","https://image.aladin.co.kr/product/27357/42/cover/k302732524_1.jpg","출제 빈도가 높은 고난도 유형을 선별하여 집중적으로 공략하는 고난도 4점 유형 대비서이다. 대표기출-기출변형-예상 문제의 3단계 문제 훈련을 통해 기출문제의 철저한 분석은 물론 유사 유형문제의 출제에 대비할 수 있다.","","하이엔드highend수능기하2021년수능고난도상위5문항정복","조정묵지은이","2021-06-05","Y","Y",""
"6352364","9791190347082","","중학 영단어 철자 쓸 수 있을 때까지 (중학 대비) - 800개 40일 완성, 중학 교과서에서 뽑은 단어.숙어 다양한 활동으로 완벽하게 암기","라임 (지은이)","라임","","63740","13500","https://image.aladin.co.kr/product/27317/90/cover/k052732127_1.jpg","중학 1~2학년 영어 교과서에서 선별된 핵심 단어/숙어를 '10가지 암기 활동으로 구성된 본책'과 '6가지 암기 활동으로 구성된 워크시트'로 재미있게 지치지 않고 확실하게 암기할 수 있어서, 다른 추가 테스트가 필요없다.","","중학영단어철자쓸수있을때까지중학대비800개40일완성,중학교과서에서뽑은단어숙어다양한활동으로완벽하게암기","라임지은이","2021-06-17","Y","Y",""
"6352365","9791156593171","","데이터 경제 활성화를 위한 건축행정정보 개방 범위 확대방안 연구","김영현","건축도시공간연구소","","93540","21000","https://bookthumb-phinf.pstatic.net/cover/180/624/18062441.jpg?type=m1&udate=20210330","▶ 이 책은 건축도시공간연구소의 데이터 경제 활성화를 위한 건축행정정보 개방 범위 확대방안 연구를 다룬 정부간행물입니다.","","데이터경제활성화를위한건축행정정보개방범위확대방안연구","김영현","20210304","Y","Y",""
"6352366","9791191901054","","학교지원 시범지구 운영 사례 연구 ","연구책임자: 이순자","강원도교육연구원","","93370","","","","","학교지원시범지구운영사례연구","연구책임자이순자","","Y","Y",""
"6352367","9788968327001","","전국 영어/수학 학력 경시대회 수학 기출문제집 전기 : 중등1 - 기출문제편 + 문제풀이편","(주)하늘교육경시연구회 (지은이)","종로학원하늘교육","","53410","17000","https://image.aladin.co.kr/product/28337/71/cover/8968327009_1.jpg","최근 10개년도 전기 시험의 기출문제가 통계자료와 함께 수록되어 있다. 본 기출문제집을 통해 문제의 유형과 난이도를 이해하고, 본인의 실력을 파악한다면 경시대회 준비에 큰 도움이 될 것이다.","","전국영어수학학력경시대회수학기출문제집전기중등1기출문제편문제풀이편","주하늘교육경시연구회지은이","2021-11-01","Y","Y",""
"6352368","9791156593195","","리빙랩을 활용한 노인 커뮤니티케어 주거계획 지원방안","김꽃송이","건축도시공간연구소","","93540","27000","https://bookthumb-phinf.pstatic.net/cover/180/624/18062442.jpg?type=m1&udate=20210330","▶ 이 책은 건축도시공간연구소의 리빙랩을 활용한 노인 커뮤니티케어 주거계획 지원방안을 다룬 정부간행물입니다.","","리빙랩을활용한노인커뮤니티케어주거계획지원방안","김꽃송이","20210304","Y","Y",""
"6352369","9791125336204","","내신 HIGH-END 하이엔드 기하 (2021년)","조정묵 (지은이)","NE능률(참고서)","","53410","13000","https://image.aladin.co.kr/product/27357/42/cover/k372732524_1.jpg","출제율 높은 고난도 문제만 엄선하여 집중적으로 공략하는 내신 1등급을 위한 심화 문제 공략서다. 고난도 기출VS.변형 문제 1:1 구성으로 고난도 기출을 확실히 이해할 뿐만 아니라 유사 고난도 유형 문제의 출제에 대비할 수 있다.","","내신highend하이엔드기하2021년","조정묵지은이","2021-06-20","Y","Y",""
"6352370","9789264961715","","Decentralisation and Regionalisation in Portugal (Paperback)","OECD (지은이)","Org. for Economic Cooperation & Development","","","61990","https://image.aladin.co.kr/product/23462/64/cover/9264961712_2.jpg","","","decentralisationandregionalisationinportugalpaperback","oecd지은이","2020-02-21","Y","Y",""
"6352371","9791125960713","","똑똑한 하루 수학 1-2 (2021년) - 혼자 공부하는 4주 완성 개념서","해법수학연구회, 최용준 (지은이)","천재교육","","63410","13000","https://image.aladin.co.kr/product/26618/88/cover/k992739130_1.jpg","한 주에 5일씩 4주 완성 교재로, 만화를 통해 이번 주에 공부할 내용과 개념을 재미있고 쉽게 접근하고, 핵심 개념을 한눈에 시각적으로 알 수 있게 했다. 반드시 알아야 할 문제를 반복하여 완벽하게 익힌 후 테스트로 한 주를 마무리하는 구성이다.","","똑똑한하루수학122021년혼자공부하는4주완성개념서","해법수학연구회,최용준지은이","2021-03-03","Y","Y",""
"6352372","9791196473280","","데이터 기반 교육정책 실행방안 연구 ","연구책임자: 박상은","대구미래교육연구원","","13060","","","","","데이터기반교육정책실행방안연구","연구책임자박상은","","Y","Y",""
"6352373","9791191901030","","강원도교육청 학교체육 활성화 방안 :","연구책임자: 조무현","강원도교육연구원","","93370","","","","","강원도교육청학교체육활성화방안","연구책임자조무현","","Y","Y",""
"6352374","9791125336228","","수능 구문 빅데이터 기본편 (2022년용) - 수능에 잘 나오는 구문 947","김지연, 김은환, 박한나, 정희은 (지은이)","NE능률(참고서)","","53740","14000","https://image.aladin.co.kr/product/27494/95/cover/k972733995_1.jpg","수능 구문 빅데이터는 수능 영어 기출 13,000 문장을 분석해 실제 수능에 나오는 구문만으로 구성한 교재이다.","","수능구문빅데이터기본편2022년용수능에잘나오는구문947","김지연,김은환,박한나,정희은지은이","2021-06-30","Y","Y",""
"6352375","9789264478015","","Towards Sustainable Land Use (Paperback)","OECD (지은이)","Lightning Source UK Ltd","","","61990","https://image.aladin.co.kr/product/23462/52/cover/9264478019_2.jpg","","","towardssustainablelandusepaperback","oecd지은이","2020-02-25","Y","Y",""
"6352376","9791156593218","","화재안전 건축자재 정보시스템 구축 및 제도화 방안 연구 =","연구책임: 이종민","건축공간연구원","","93540","","","","","화재안전건축자재정보시스템구축및제도화방안연구","연구책임이종민","","Y","Y",""
"6352377","9791196473297","","대구미래역량교육 구현을 위한 메이커 교육 발전방안연구 ","연구책임자: 박상은","대구미래교육연구원","","13060","","","","","대구미래역량교육구현을위한메이커교육발전방안연구","연구책임자박상은","","Y","Y",""
"6352378","9788968326943","","전국 영어/수학 학력 경시대회 수학 기출문제집 전기 : 초등1","(주)하늘교육경시연구회 (지은이)","종로학원하늘교육","","63410","17000","https://image.aladin.co.kr/product/28337/71/cover/8968326940_1.jpg","최근 10개년도 전기 시험의 기출문제가 통계자료와 함께 수록되어 있다. 본 기출문제집을 통해 문제의 유형과 난이도를 이해하고, 본인의 실력을 파악한다면 경시대회 준비에 큰 도움이 될 것이다.","","전국영어수학학력경시대회수학기출문제집전기초등1","주하늘교육경시연구회지은이","2021-11-01","Y","Y",""
"6352379","9791158803483","","천존 등 5개 광산 지반안정성 기본조사 보고서 ","[연구기관]: 서정엔지니어링","한국광해관리공단","","93460","","","","","천존등5개광산지반안정성기본조사보고서","연구기관서정엔지니어링","","Y","Y",""
"6352380","9789264693692","","The Governance of Regulators Driving Performance at Peru's Transport Infrastructure Regulator (Paperback)","경제협력개발기구 (지은이)","Org. for Economic Cooperation & Development","","","44280","https://image.aladin.co.kr/product/23417/23/cover/9264693696_2.jpg","","","thegovernanceofregulatorsdrivingperformanceatperustransportinfrastructureregulatorpaperback","경제협력개발기구지은이","2020-03-11","Y","Y",""
"6352381","9791196473273","","데이터 기반 학교 공기질 및 학생 건강영향 평가 ","연구책임자: 박상은","대구미래교육연구원","","13060","","","","","데이터기반학교공기질및학생건강영향평가","연구책임자박상은","","Y","Y",""
"6352382","9791125336235","","수능 구문 빅데이터 수능빈출편 (2022년용) - 수능에 꼭 나오는 구문 533","김지연, 김은환, 박한나, 정희은 (지은이)","NE능률(참고서)","","53740","14000","https://image.aladin.co.kr/product/27494/91/cover/k742733994_2.jpg","수능 구문 빅데이터는 수능 영어 기출 13,000 문장을 분석해 실제 수능에 나오는 구문만으로 구성한 교재다. &lt;수능빈출편&gt;에서는 수능에 꼭 나오는 구문 533개 문장을 통해 수능에 반드시 나오는 최중요 구문을 확실히 익혀 수능에 자신감을 가질 수 있다.","","수능구문빅데이터수능빈출편2022년용수능에꼭나오는구문533","김지연,김은환,박한나,정희은지은이","2021-06-30","Y","Y",""
"6352383","9788900465365","","그래머 클라우드 3000제 Level 1	 - 문제로 쉬워지는 중학영문법","동아영어콘텐츠연구팀 (지은이)","동아출판","","53740","14000","https://image.aladin.co.kr/product/28176/67/cover/8900465368_1.jpg","시각적으로 문법을 정리하고 단계별 학습을 통해 영문법의 개념을 잡을 수 있도록 구성한 문제 중심 중학영문법 교재이다. 핵심 문법 Point와 연습 문제로 자연스럽게 개념 이해을 이해하고, 3단계 개념완성 Test로 유형별 문제와 서술형까지 집중 훈련한다.","","그래머클라우드3000제level1문제로쉬워지는중학영문법","동아영어콘텐츠연구팀지은이","2021-10-20","Y","Y",""
"6352384","9789264326446","","World energy statistics :","[OECD, IEA]","","","","","","","","worldenergystatistics","oecd,iea","","Y","Y",""
"6352385","9791125959908","","똑똑한 하루 계산 1A - 혼자 공부하는 4주 완성 연산서, 1학년 수준","해법수학연구회, 최용준 (지은이)","천재교육","","63410","12000","https://image.aladin.co.kr/product/26203/96/cover/k062738181_1.jpg","반드시 알아야 할 개념을 만화로 쉽게 이해할 수 있으며, 계산 원리와 방법이 한눈에 쏙 들어온다. 기초집중연습 코너에서 생활 속 계산 연습과 문장 읽고 식 세우는 연습도 한다. 한 주에 배운 내용을 테스트로 마무리할 수 있으며, 창의융합코딩 문제도 도전할 수 있다.","","똑똑한하루계산1a혼자공부하는4주완성연산서,1학년수준","해법수학연구회,최용준지은이","2021-01-21","Y","Y",""
"6352386","9791133990382","","한국교육고용패널조사 II (2020) ","저자: 윤혜준","한국직업능력개발원","","93370","","","","","한국교육고용패널조사ii2020","저자윤혜준","","Y","Y",""
"6352387","9788900465426","","시험에 더 강해지는 보카클리어 : 중학 기본편 - 하루 25개, 40일, 1000개 단어 완성","동아영어콘텐츠연구팀 (지은이)","동아출판","","53740","11000","https://image.aladin.co.kr/product/28171/0/cover/8900465422_1.jpg","교육부 권장 및 교과서 필수 어휘 1000개와 교과서 빈출 숙어도 수록했다. 효과적인 어휘 학습을 위한 시험 포인트를 제공한다. 휴대용 미니 단어장 , 어휘 MP3 파일 및 QR코드, '암기고래' 앱을 이용한 모바일 학습 기능과 같은 학습지원서비스를 제공한다.","","시험에더강해지는보카클리어중학기본편하루25개,40일,1000개단어완성","동아영어콘텐츠연구팀지은이","2021-10-20","Y","Y",""
"6352388","9791133982776","","청년층 노동시장 이행 추적 조사 ","저자: 황성수","한국직업능력개발원","","93320","","","","","청년층노동시장이행추적조사","저자황성수","","Y","Y",""
"6352389","9789264764804","","OECD Reviews of Evaluation and Assessment in Education: Albania (Paperback)","Soumaya Maghnouj, Elizabeth Fordham (지은이)","Org. for Economic Cooperation & Development","","","108900","https://image.aladin.co.kr/product/24358/1/cover/9264764801_2.jpg","","","oecdreviewsofevaluationandassessmentineducationalbaniapaperback","soumayamaghnouj,elizabethfordham지은이","2020-05-07","Y","Y",""
