SEQ_NO,ISBN_THIRTEEN_NO,VLM_NM,TITLE_NM,AUTHR_NM,PUBLISHER_NM,PBLICTE_DE,ADTION_SMBL_NM,PRC_VALUE,IMAGE_URL,BOOK_INTRCN_CN,KDC_NM,TITLE_SBST_NM,AUTHR_SBST_NM,TWO_PBLICTE_DE,INTNT_BOOKST_BOOK_EXST_AT,PORTAL_SITE_BOOK_EXST_AT,ISBN_NO
"6352524","9791191901047","","수학·영어 책임교육 안착방안 ","연구책임자: 민인경","강원도교육연구원","","93370","","","","","수학영어책임교육안착방안","연구책임자민인경","","Y","Y",""
"6352525","9788929922740","","칠백의사 그 충절의 기록들 :","문화재청 칠백의총관리소 [편]","문화재청 칠백의총관리소","","93600","","","","","칠백의사그충절의기록들","문화재청칠백의총관리소편","","Y","Y",""
"6352526","9789264677739","","Perspectives on Decentralisation and Rural-Urban Linkages in Korea (Paperback)","OECD (지은이)","Org. for Economic Cooperation & Development","","","50850","https://image.aladin.co.kr/product/26580/61/cover/9264677739_2.jpg","","","perspectivesondecentralisationandruralurbanlinkagesinkoreapaperback","oecd지은이","2021-03-04","Y","Y",""
"6352527","9791166080487","","씨뮬 10th 기출 전국연합학력평가 3년간 모의고사 고1 국어 (2022년) - 2022 내신·학평","골드교육 편집부 (지은이)","골드교육","","53710","14000","https://image.aladin.co.kr/product/28176/75/cover/k112835665_1.jpg","최신 3년간 전국연합학력평가 모의고사 12회를 구성하였다. 전국연합학력평가 모의고사를 실제 시험에 응시하듯 풀어보고 자신의 실전 능력을 진단할 수 있다. 또한, 최신 유형과 난이도를 반영한 씨뮬 모의고사로 2021년 학평과 내신을 동시에 대비할 수 있다.","","씨뮬10th기출전국연합학력평가3년간모의고사고1국어2022년2022내신학평","골드교육편집부지은이","2021-10-15","Y","Y",""
"6352528","9789264861114","","Getting Skills Right Career Guidance for Adults in a Changing World of Work (Paperback)","Organisation for Economic Co-operation and Devel (지은이)","Organization for Economic Co-operation and Develop","","","51750","https://image.aladin.co.kr/product/26855/80/cover/9264861114_2.jpg","","","gettingskillsrightcareerguidanceforadultsinachangingworldofworkpaperback","organisationforeconomiccooperationanddevel지은이","2021-03-08","Y","Y",""
"6352529","9791166080500","","씨뮬 10th 기출 전국연합학력평가 3년간 모의고사 고1 수학 (2022년) - 2022 내신·학평","골드교육 편집부 (지은이)","골드교육","","53410","13000","https://image.aladin.co.kr/product/28176/44/cover/k072835663_1.jpg","최신 3년간 전국연합학력평가 모의고사 12회를 구성하였다. 전국연합학력평가 모의고사를 실제 시험에 응시하듯 풀어보고 자신의 실전 능력을 진단할 수 있다. 또한, 최신 유형과 난이도를 반영한 씨뮬 모의고사로 2021년 학평과 내신을 동시에 대비할 수 있다.","","씨뮬10th기출전국연합학력평가3년간모의고사고1수학2022년2022내신학평","골드교육편집부지은이","2021-10-15","Y","Y",""
"6352530","9791166080531","","씨뮬 10th 기출 전국연합학력평가 3년간 모의고사 고2 국어 (2022년) - 2022 내신·학평","골드교육 편집부 (지은이)","골드교육","","53710","14000","https://image.aladin.co.kr/product/28264/85/cover/k882835898_1.jpg","고난도 독서 지문, 낯선 문학 작품에 대한 학습법을 몰랐던 수험생들, 감으로만 문제를 풀던 수험생들에게 학습 길잡이가 될 수 있도록 수험생 입장에서 해설을 구성했다. 오답의 이유, 문제 해결의 키포인트를 정확히 짚어주는 해설고 실력 향상과 재미를 겸비한 다양한 학습 부록을 제공한다.","","씨뮬10th기출전국연합학력평가3년간모의고사고2국어2022년2022내신학평","골드교육편집부지은이","2021-10-22","Y","Y",""
"6352531","9788900465723","","빠작 초등 국어 문학 독해 1단계 (1,2학년) - 바른 감상법으로 훈련하는 초등 문학 독해 기본서","구주영 (지은이)","동아출판","","63710","12000","https://image.aladin.co.kr/product/28211/65/cover/8900465724_1.jpg","1~2학년 필수 작품 24편을 엄선하여 수록하였다. 창작 동화, 전래 동화, 외국 동화, 동시, 동요, 수필, 희곡 등 다양한 갈래의 온작품을 읽고 독해할 수 있다. [1. 갈래, 중심 내용, 중심 소재 파악]-[2~3. 세부 내용, 표현, 어휘 이해]-[4. 적용 및 추론, 감상]의 구조화한 4문항으로 구성하였다.","","빠작초등국어문학독해1단계1,2학년바른감상법으로훈련하는초등문학독해기본서","구주영지은이","2021-10-30","Y","Y",""
"6352532","9791166080555","","씨뮬 10th 기출 전국연합학력평가 3년간 모의고사 고2 수학 (2022년) - 2022 내신·학평","골드교육 편집부 (지은이)","골드교육","","53410","13000","https://image.aladin.co.kr/product/28264/95/cover/k162835899_1.jpg","씨뮬 수학 해설은 문항 속 실마리를 찾는 방법을 보여주고, 해설에 적용하여 스스로 풀어낼 수 있는 힘을 길러준다. 최근 3년간 전국연합학력평가 모의고사 기출 12회와 전국연합학력평가의 최신 유형과 난이도를 반영한 씨뮬 모의고사 2회를 수록하였다.","","씨뮬10th기출전국연합학력평가3년간모의고사고2수학2022년2022내신학평","골드교육편집부지은이","2021-10-22","Y","Y",""
"6352533","9791190509473","","K-garden 실내식물 관리 매뉴얼 ","집필: 진혜영","국립수목원","","93520","","","","","kgarden실내식물관리매뉴얼","집필진혜영","","Y","Y",""
"6352534","9791166080562","","씨뮬 10th 수능기출 전국연합학력평가 3년간 모의고사 고3 국어 공통+선택(화법과 작문, 언어와 매체) (2022년) - 2023 수능대비","골드교육 편집부 (지은이)","골드교육","","53710","15000","https://image.aladin.co.kr/product/28353/13/cover/k642835301_1.jpg","최신 3년간 수능, 모평, 학평 모의고사 17회로 수능, 모평, 학평 모의고사를 실제 시험에 응시하듯 풀어보고 자신의 실전 능력을 진단할 수 있다. 2022학년도 변화된 수능 체제를 적용한 실전모의고사이며, 달라지는 2022학년도 수능 체제를 적용하여 공통과목+선택과목으로 구성하고 선택과목을 모두... ","","씨뮬10th수능기출전국연합학력평가3년간모의고사고3국어공통선택화법과작문,언어와매체2022년2023수능대비","골드교육편집부지은이","2021-10-29","Y","Y",""
"6352535","9791166080579","","씨뮬 10th 수능기출 전국연합학력평가 3년간 모의고사 고3 영어 (2022년) - 2023 수능대비","골드교육 편집부 (지은이)","골드교육","","53740","15000","https://image.aladin.co.kr/product/28353/20/cover/k782835301_1.jpg","최신 3년간 수능, 모평, 학평 모의고사 17회로 수능, 모평, 학평 모의고사를 실제 시험에 응시하듯 풀어보고 자신의 실전 능력을 진단할 수 있다. 수능에 최적화된 문제 풀이 방법과 내신 등급을 향상 시키는 해설을 수록하였다. 과목별로 기출 문제를 푸는 가장 효과적인 방법을 제시하고 이를 적용하여... ","","씨뮬10th수능기출전국연합학력평가3년간모의고사고3영어2022년2023수능대비","골드교육편집부지은이","2021-10-29","Y","Y",""
"6352536","9789264442382","","OECD Skills Studies OECD Skills Strategy Tlaxcala (Mexico) Assessment and Recommendations (Paperback)","OECD (지은이)","OECD","","","92400","https://image.aladin.co.kr/product/27368/0/cover/9264442383_2.jpg","","","oecdskillsstudiesoecdskillsstrategytlaxcalamexicoassessmentandrecommendationspaperback","oecd지은이","2021-06-16","Y","Y",""
"6352537","9788981762766","","Somatic plants production by somatic embryogenesis in pinus rigida × P. taeda ","editing complication: Yong Wook Kim, Heung Kyu Moon, Ji Ah Kim","","","93520","","","","","somaticplantsproductionbysomaticembryogenesisinpinusrigidaptaeda","editingcomplicationyongwookkim,heungkyumoon,jiahkim","","Y","Y",""
"6352538","9789264678767","","Making Dispute Resolution More Effective - MAP Peer Review Report, Trinidad and Tobago (Stage 1) (Paperback)","OECD (지은이)","Org. for Economic Cooperation & Development","","","43120","https://image.aladin.co.kr/product/26663/20/cover/926467876x_2.jpg","","","makingdisputeresolutionmoreeffectivemappeerreviewreport,trinidadandtobagostage1paperback","oecd지은이","2021-03-08","Y","Y",""
"6352539","9788994283272","","쭉쭉 읽어라 수능 고급 - 직독직해의 기적!","김인규 (지은이)","비전(학습)","","53740","14000","https://image.aladin.co.kr/product/28128/66/cover/8994283277_1.jpg","『쭉쭉 읽어라』는 앞으로 갔다 뒤로 갔다 문법을 따지느라 머리가 아픈 학생들을 위해 만든 독해 길라잡이이다. 처음에는 조금 어색할지 모르지만 영어식으로 읽는 직독직해 훈련을 하다보면 이해가 잘되고 글을 읽는 속도도 빨라지는 것을 체험할 수 있다.","","쭉쭉읽어라수능고급직독직해의기적","김인규지은이","2021-10-15","Y","Y",""
"6352540","9789264428416","","Oecd/G20 Base Erosion and Profit Shifting Project Making Dispute Resolution More Effective - Map Peer Review Report, Greenland (Stage 1) Inclusive Fra","OECD","OECD","","","43120","https://bookthumb-phinf.pstatic.net/cover/186/347/18634701.jpg?type=m1&udate=20210428","","","oecdg20baseerosionandprofitshiftingprojectmakingdisputeresolutionmoreeffectivemappeerreviewreport,greenlandstage1inclusivefra","oecd","20210222","Y","Y",""
"6352541","9789264997035","","Oecd/G20 Base Erosion and Profit Shifting Project Making Dispute Resolution More Effective - Map Peer Review Report, Viet Nam (Stage 1) Inclusive Fram","OECD","OECD","","","43120","https://bookthumb-phinf.pstatic.net/cover/186/331/18633179.jpg?type=m1&udate=20210428","","","oecdg20baseerosionandprofitshiftingprojectmakingdisputeresolutionmoreeffectivemappeerreviewreport,vietnamstage1inclusivefram","oecd","20210222","Y","Y",""
"6352542","9789264647152","","Making Dispute Resolution More Effective - MAP Peer Review Report, Gibraltar (Stage 1) (Paperback)","OECD (지은이)","Org. for Economic Cooperation & Development","","","43120","https://image.aladin.co.kr/product/26663/20/cover/9264647155_2.jpg","","","makingdisputeresolutionmoreeffectivemappeerreviewreport,gibraltarstage1paperback","oecd지은이","2021-03-08","Y","Y",""
"6352543","9789264404441","","Making Dispute Resolution More Effective - MAP Peer Review Report, Aruba (Stage 1) (Paperback)","OECD (지은이)","Org. for Economic Cooperation & Development","","","43120","https://image.aladin.co.kr/product/26663/20/cover/9264404449_2.jpg","","","makingdisputeresolutionmoreeffectivemappeerreviewreport,arubastage1paperback","oecd지은이","2021-03-08","Y","Y",""
"6352544","9791187247586","","첫 번째 10년 =","대구미술관 [편]","대구미술관","","03600","","","","","첫번째10년","대구미술관편","","Y","Y",""
"6352545","9788927741466","","시험에 강한 고등영문법 - 내신.수능 등급 상승을 위한 고등문법 기본기","류화정 (지은이)","다락원","","53740","14900","https://image.aladin.co.kr/product/28157/55/cover/8927741463_1.jpg","고등내신 및 수능을 준비하는 학생들을 위해 핵심이 되는 필수 문법 사항을 체계적으로 정리한 문법 기본서다. 문법 사항을 학습한 후 내신 기본형, 내신 실전형(수능 어법 유형), 내신 서술형으로 구성된 다양한 유형의 문제를 풀어봄으로써 실전 자신감을 키울 수 있다.","","시험에강한고등영문법내신수능등급상승을위한고등문법기본기","류화정지은이","2021-10-01","Y","Y",""
"6352546","9789264798236","","Making Dispute Resolution More Effective - MAP Peer Review Report, Oman (Stage 1) (Paperback)","OECD (지은이)","Org. for Economic Cooperation & Development","","","43120","https://image.aladin.co.kr/product/26663/20/cover/9264798234_2.jpg","","","makingdisputeresolutionmoreeffectivemappeerreviewreport,omanstage1paperback","oecd지은이","2021-03-08","Y","Y",""
